1.1009586E+00   1.3617867E-02   1.7139541E+07
1.1023687E+00   1.3635394E-02   1.7146172E+07
1.1037807E+00   1.3631612E-02   1.7148327E+07
1.1051944E+00   1.3655668E-02   1.7160448E+07
1.1066099E+00   1.3655856E-02   1.7163343E+07
1.1080273E+00   1.3679783E-02   1.7173241E+07
1.1094464E+00   1.3681287E-02   1.7177371E+07
1.1108674E+00   1.3677971E-02   1.7175332E+07
1.1122902E+00   1.3673678E-02   1.7175006E+07
1.1137149E+00   1.3689619E-02   1.7180766E+07
1.1151413E+00   1.3692903E-02   1.7185302E+07
1.1165696E+00   1.3713079E-02   1.7193932E+07
1.1179997E+00   1.3692638E-02   1.7190976E+07
1.1194317E+00   1.3740695E-02   1.7207254E+07
1.1208654E+00   1.3703313E-02   1.7196160E+07
1.1223010E+00   1.3708323E-02   1.7190948E+07
1.1237385E+00   1.3688369E-02   1.7183494E+07
1.1251778E+00   1.3707175E-02   1.7191771E+07
1.1266189E+00   1.3689131E-02   1.7184979E+07
1.1280619E+00   1.3687686E-02   1.7180311E+07
1.1295067E+00   1.3699013E-02   1.7188064E+07
1.1309534E+00   1.3693113E-02   1.7184701E+07
1.1324019E+00   1.3690128E-02   1.7186271E+07
1.1338523E+00   1.3755009E-02   1.7220637E+07
1.1353046E+00   1.3757710E-02   1.7222736E+07
1.1367587E+00   1.3710429E-02   1.7196321E+07
1.1382146E+00   1.3678669E-02   1.7176538E+07
1.1396725E+00   1.3656461E-02   1.7161215E+07
1.1411322E+00   1.3644431E-02   1.7155993E+07
1.1425938E+00   1.3656921E-02   1.7161798E+07
1.1440572E+00   1.3669845E-02   1.7169680E+07
1.1455225E+00   1.3678307E-02   1.7176337E+07
1.1469897E+00   1.3689235E-02   1.7180077E+07
1.1484588E+00   1.3670050E-02   1.7173784E+07
1.1499297E+00   1.3696046E-02   1.7183098E+07
1.1514026E+00   1.3685158E-02   1.7179994E+07
1.1528773E+00   1.3674830E-02   1.7175063E+07
1.1543539E+00   1.3679821E-02   1.7176101E+07
1.1558324E+00   1.3693304E-02   1.7183939E+07
1.1573128E+00   1.3690960E-02   1.7183009E+07
1.1587951E+00   1.3678233E-02   1.7177552E+07
1.1602793E+00   1.3692818E-02   1.7180838E+07
1.1617654E+00   1.3661501E-02   1.7166969E+07
1.1632534E+00   1.3663583E-02   1.7168173E+07
1.1647433E+00   1.3688520E-02   1.7179184E+07
1.1662351E+00   1.3680010E-02   1.7176660E+07
1.1677288E+00   1.3663968E-02   1.7166663E+07
1.1692245E+00   1.3649006E-02   1.7156566E+07
1.1707220E+00   1.3629428E-02   1.7145380E+07
1.1722215E+00   1.3627641E-02   1.7146261E+07
1.1737229E+00   1.3655204E-02   1.7156084E+07
1.1752262E+00   1.3615011E-02   1.7136865E+07
1.1767314E+00   1.3610089E-02   1.7134238E+07
1.1782386E+00   1.3610266E-02   1.7131462E+07
1.1797477E+00   1.3585751E-02   1.7119580E+07
1.1812587E+00   1.3619340E-02   1.7136052E+07
1.1827717E+00   1.3609823E-02   1.7132884E+07
1.1842866E+00   1.3600730E-02   1.7126725E+07
1.1858034E+00   1.3597288E-02   1.7125152E+07
1.1873222E+00   1.3602080E-02   1.7127173E+07
1.1888429E+00   1.3600847E-02   1.7124842E+07
